"","주소.시.","소속","해발고도.m.","산.코드","이름","id","주소"
"1","강원도 강릉시 왕산면 고단리","강릉시청",656.1,421501601,"덕우산",1,"강원도"
"2","강원도 강릉시 왕산면 대기리","강릉시청",674.5,421507401,"괴병산",2,"강원도"
"3","강원도 강릉시 왕산면 완산리","강릉시청",1238.3,421500201,"고루포기산",3,"강원도"
"4","강원도 고성군 거진읍 산북리","고성군청",383.4,428200801,"노인산",4,"강원도"
"5","강원도 고성군 현내면 산학리","고성군청",297,428200401,"고성산",5,"강원도"
"6","강원도 삼척시 남양동 ","삼척시청",73.1,422301101,"남산",6,"강원도"
"7","강원도 삼척시 마평동 ","삼척시청",506.6,422300801,"근산",7,"강원도"
"8","강원도 삼척시 미로면 삼거리","삼척시청",1357,422301901,"두타산",8,"강원도"
"9","강원도 삼척시 신기면 신기리","삼척시청",178.3,422301701,"독묘산",9,"강원도"
"10","강원도 삼척시 신기면 신기리","삼척시청",471.6,422300201,"간대산",10,"강원도"
"11","강원도 삼척시 신기면 신기리","삼척시청",471.6,422300201,"간대산",11,"강원도"
"12","강원도 삼척시 오분동 ","삼척시청",99.7,422300501,"고성산",12,"강원도"
"13","강원도 삼척시 원덕읍 노곡리","삼척시청",53.9,422301401,"덕봉산",13,"강원도"
"14","강원도 삼척시 원덕읍 옥원리","삼척시청",686.4,422300401,"검봉산",14,"강원도"
"15","강원도 양양군 서면 갈천리","양양군청",1196.3,428307401,"갈전곡봉",15,"강원도"
"16","강원도 양양군 서면 갈천리","양양군청",1196.3,428307401,"갈전곡봉",16,"강원도"
"17","강원도 영월군 김삿갓면 와석리","영월군청",1016,427500301,"곰봉",17,"강원도"
"18","강원도 영월군 남면 조전리","영월군청",626.4,427500701,"국지산",18,"강원도"
"19","강원도 영월군 남면 토교리","영월군청",818.6,427500101,"가창산",19,"강원도"
"20","강원도 영월군 남면 토교리","영월군청",818.6,427500101,"가창산",20,"강원도"
"21","강원도 영월군 상동읍 천평리","영월군청",1345.72,427505101,"구룡산",21,"강원도"
"22","강원도 영월군 영월읍 연하리","영월군청",889.6,427500201,"계족산",22,"강원도"
"23","강원도 원주시 문막읍 동화리","원주시청",259.5,421300301,"건등산",23,"강원도"
"24","강원도 원주시 신림면 구학리","원주시청",982.9,421300401,"구학산",24,"강원도"
"25","강원도 원주시 신림면 황둔리","원주시청",883.6,421300201,"감악봉",25,"강원도"
"26","강원도 인제군 남면 신월리","인제군청",557.5,428100501,"간무봉",26,"강원도"
"27","강원도 인제군 남면 신월리","인제군청",557.5,428100501,"간무봉",27,"강원도"
"28","강원도 인제군 북면 용대리","인제군청",1576.4,428101001,"귀떼기청",28,"강원도"
"29","강원도 인제군 북면 월학리","인제군청",1312.6,428101301,"대암산",29,"강원도"
"30","강원도 인제군 북면 한계리","인제군청",1518.5,428100201,"가리봉",30,"강원도"
"31","강원도 인제군 북면 한계리","인제군청",1518.5,428100201,"가리봉",31,"강원도"
"32","강원도 인제군 상남면 미산리","인제군청",1341.9,428100801,"개인산",32,"강원도"
"33","강원도 인제군 상남면 상남리","인제군청",1057.7,428100101,"가득봉",33,"강원도"
"34","강원도 인제군 상남면 상남리","인제군청",1057.7,428100101,"가득봉",34,"강원도"
"35","강원도 인제군 상남면 상남리","인제군청",1189.6,428100301,"가마봉",35,"강원도"
"36","강원도 인제군 상남면 상남리","인제군청",1189.6,428100301,"가마봉",36,"강원도"
"37","강원도 인제군 서화면 서흥리","인제군청",744.9,428101401,"덕세산",37,"강원도"
"38","강원도 인제군 인제읍 귀둔리","인제군청",1165,428105201,"가칠봉",38,"강원도"
"39","강원도 인제군 인제읍 귀둔리","인제군청",1165,428105201,"가칠봉",39,"강원도"
"40","강원도 정선군 북평면 남평리","정선군청",959,427701701,"남산",40,"강원도"
"41","강원도 정선군 북평면 숙암리","정선군청",1273,427700501,"갈미봉",41,"강원도"
"42","강원도 정선군 북평면 숙암리","정선군청",1273,427700501,"갈미봉",42,"강원도"
"43","강원도 정선군 사북읍 사북리","정선군청",1151.3,427701901,"노목산",43,"강원도"
"44","강원도 정선군 신동읍 고성리","정선군청",852.9,427700701,"고고산",44,"강원도"
"45","강원도 정선군 여량면 고양리","정선군청",1152.3,427700801,"고양산",45,"강원도"
"46","강원도 정선군 여량면 구절리","정선군청",1019,427702101,"다락산",46,"강원도"
"47","강원도 정선군 임계면 낙천리","정선군청",610.4,427702001,"노인봉",47,"강원도"
"48","강원도 정선군 정선읍 광하리","정선군청",693.5,427709801,"나팔봉",48,"강원도"
"49","강원도 정선군 정선읍 북실리","정선군청",1028,427709401,"계봉",49,"강원도"
"50","강원도 정선군 정선읍 신월리","정선군청",873.7,427701401,"기우산",50,"강원도"
"51","강원도 정선군 정선읍 회동리","정선군청",1561.8,427700101,"가리왕산",51,"강원도"
"52","강원도 정선군 정선읍 회동리","정선군청",1561.8,427700101,"가리왕산",52,"강원도"
"53","강원도 정선군 화암면 건천리","정선군청",948,427701801,"남전산",53,"강원도"
"54","강원도 정선군 화암면 화암리","정선군청",923.2,427701301,"군의산",54,"강원도"
"55","강원도 정선군 회암면 화암리","정선군청",1085.2,427700301,"각희산",55,"강원도"
"56","강원도 정선군 회암면 화암리","정선군청",1085.2,427700301,"각희산",56,"강원도"
"57","강원도 철원군 동송읍 이평리","철원군청",654.1,427800401,"금학산",57,"강원도"
"58","강원도 춘천시 남산면 강촌리","춘천시청",104.3,421100201,"검봉산",58,"강원도"
"59","강원도 춘천시 남산면 강촌리","춘천시청",485.4,421106101,"강선봉",59,"강원도"
"60","강원도 춘천시 남산면 강촌리","춘천시청",486.3,421101301,"두리봉",60,"강원도"
"61","강원도 춘천시 남산면 백양리","춘천시청",231.7,421100901,"깃대봉",61,"강원도"
"62","강원도 춘천시 남산면 백양리","춘천시청",307.3,421100701,"굴봉산",62,"강원도"
"63","강원도 춘천시 남산면 수동리","춘천시청",420.2,421101001,"꼬깔봉",63,"강원도"
"64","강원도 춘천시 동내면 고은리","춘천시청",899.3,421101101,"대룡산",64,"강원도"
"65","강원도 춘천시 동면 만천리","춘천시청",439.8,421100401,"구봉산",65,"강원도"
"66","강원도 춘천시 동산면 봉명리","춘천시청",750.7,421100501,"구절산",66,"강원도"
"67","강원도 춘천시 북사면 물로리","춘천시청",1050.9,421100101,"가리산",67,"강원도"
"68","강원도 춘천시 북사면 물로리","춘천시청",1050.9,421100101,"가리산",68,"강원도"
"69","강원도 춘천시 신동면 정족리","춘천시청",651.7,421100801,"금병산",69,"강원도"
"70","강원도 춘천시 퇴계동 ","춘천시청",203.9,421100601,"국사봉",70,"강원도"
"71","강원도 춘천시 퇴계동 ","춘천시청",203.9,421100601,"국사봉",71,"강원도"
"72","강원도 태백시 원동 ","태백시청",1079.8,421900101,"가덕산",72,"강원도"
"73","강원도 태백시 원동 ","태백시청",1079.8,421900101,"가덕산",73,"강원도"
"74","강원도 태백시 하사미동 ","태백시청",1072.9,421900601,"덕항산",74,"강원도"
"75","강원도 평창군 대관령면 횡계리","평창군청",1135.2,427600401,"곤신봉",75,"강원도"
"76","강원도 평창군 대화리 신리","평창군청",1173.1,427600201,"거문산",76,"강원도"
"77","강원도 평창군 방림면 방림리","평창군청",315.1,427601401,"두리봉",77,"강원도"
"78","강원도 평창군 봉평면 유포리","평창군청",1230.2,427601001,"대미산",78,"강원도"
"79","강원도 평창군 용평면 재산리","평창군청",1174.1,427600501,"금당산",79,"강원도"
"80","강원도 평창군 진부면 봉산리","평창군청",1227.8,427601301,"두루봉",80,"강원도"
"81","강원도 평창군 진부면 신기리","평창군청",1391.4,427601501,"두타산",81,"강원도"
"82","강원도 홍천군 내면 광원리","홍천군청",780.8,427201301,"대대산",82,"강원도"
"83","강원도 홍천군 내면 창촌리","홍천군청",1579.1,427206801,"계방산",83,"강원도"
"84","강원도 홍천군 내촌면 도관리","홍천군청",304.8,427201601,"도관산",84,"강원도"
"85","강원도 홍천군 동면 노천리","홍천군청",876.4,427201401,"대학산",85,"강원도"
"86","강원도 홍천군 동면 성수리","홍천군청",415.4,427201101,"남산",86,"강원도"
"87","강원도 홍천군 북방면 중화계리","홍천군청",262.1,427201801,"두개비산",87,"강원도"
"88","강원도 홍천군 서석면 어론리","홍천군청",728.3,427201701,"동막산",88,"강원도"
"89","강원도 홍천군 서석면 풍암리","홍천군청",828.6,427200301,"고양산",89,"강원도"
"90","강원도 홍천군 홍천읍 상오안리","홍천군청",641.5,427200901,"까끈봉",90,"강원도"
"91","강원도 홍천군 화촌면 굴운리","홍천군청",887.4,427200401,"공작산",91,"강원도"
"92","강원도 횡선군 공근면 어둔리","횡성군청",636.7,427300101,"감루봉",92,"강원도"
"93","강원도 횡선군 공근면 어둔리","횡성군청",636.7,427300101,"감루봉",93,"강원도"
"94","강원도 횡성군 갑천면 구방리","횡성군청",497.2,427300301,"국사봉",94,"강원도"
"95","강원도 횡성군 갑천면 구방리","횡성군청",497.2,427300301,"국사봉",95,"강원도"
"96","강원도 횡성군 공근면 삼배리","횡성군청",501,427300201,"관심산",96,"강원도"
"97","강원도 횡성군 공근면 청곡리","횡성군청",352.8,427303901,"독재봉",97,"강원도"
"98","강원도 횡성군 서원면 유현리","횡성군청",775.5,427300401,"금물산",98,"경기도"
"99","경기도 가평군 북면 목동리","가평군청",857.5,418200101,"가덕산",99,"경기도"
"100","경기도 가평군 북면 목동리","가평군청",857.5,418200101,"가덕산",100,"경기도"
"101","경기도 가평군 북면 적목리","가평군청",830.2,418200201,"강씨봉",101,"경기도"
"102","경기도 가평군 상면 원흥리","가평군청",675.5,418200301,"개주산",102,"경기도"
"103","경기도 가평군 설악면 이천리","가평군청",627.9,418200701,"곡달산",103,"경기도"
"104","경기도 가평군 조종면 대보리","가평군청",438.6,418201101,"대금산",104,"경기도"
"105","경기도 고양시 덕양구 선유동 ","고양시 덕양구청",559.9,412801301,"개명산",105,"경기도"
"106","경기도 고양시 덕양구 행주외동 ","고양시 덕양구청",124.6,412800501,"덕양산",106,"경기도"
"107","경기도 고양시 덕양구 현천동 ","고양시 덕양구청",126.3,412800401,"대덕산",107,"경기도"
"108","경기도 과천시 중앙동 ","과천시청",632.2,412900101,"관악산",108,"경기도"
"109","경기도 광명시 가학동 ","광명시청",220,412100501,"가학산",109,"경기도"
"110","경기도 광명시 가학동 ","광명시청",220,412100501,"가학산",110,"경기도"
"111","경기도 광명시 하안동 ","광명시청",200.7,412100301,"도덕산",111,"경기도"
"112","경기도 광명시 하안동 ","광명시청",240.8,412100201,"구름산",112,"경기도"
"113","경기도 광주시 곤지암읍 오향리","광주시청",380.1,416100101,"감투봉",113,"경기도"
"114","경기도 광주시 남종면 귀여리","광주시청",235.5,416100601,"금봉산",114,"경기도"
"115","경기도 광주시 남종면 금사리","광주시청",207.3,416100401,"국사봉",115,"경기도"
"116","경기도 광주시 남종면 금사리","광주시청",207.3,416100401,"국사봉",116,"경기도"
"117","경기도 광주시 남한산성면 검복리","광주시청",536.4,416100201,"검단산",117,"경기도"
"118","경기도 광주시 남한산성면 광지원리","광주시청",388.5,416100801,"노적산",118,"경기도"
"119","경기도 광주시 쌍령동 ","광주시청",423.8,416100501,"국수봉",119,"경기도"
"120","경기도 광주시 초월읍 무갑리","광주시청",559.6,416100301,"관산",120,"경기도"
"121","경기도 남양주시 와부읍 덕소리","남양주시청",89.1,413600501,"금대산",121,"경기도"
"122","경기도 남양주시 와부읍 월문리","남양주시청",543.7,413600201,"갑산",122,"경기도"
"123","경기도 수원시 권선구 오목천동 ","수원시 권선구청",98.9,411170101,"고금산",123,"경기도"
"124","경기도 수원시 장안구 상광교동 ","수원시 장안구청",581.2,411170201,"광교산",124,"경기도"
"125","경기도 시흥시 군자동 ","시흥시청",198.4,413900101,"군자봉",125,"경기도"
"126","경기도 안산시 단원구 와동 ","안산시청",209,412700101,"광덕산",126,"경기도"
"127","경기도 안산시 상록구 성포동 ","안산시청",143.3,412700201,"노적봉",127,"경기도"
"128","경기도 안성시 고삼면 쌍지리","안성시청",327.2,415500101,"경수산",128,"경기도"
"129","경기도 안성시 고삼면 월향리","안성시청",234.5,415500401,"금병산",129,"경기도"
"130","경기도 안성시 보개면 복평리","안성시청",166.5,415500901,"돌섯산",130,"경기도"
"131","경기도 안성시 양성면 덕봉리","안성시청",298.2,415500201,"고성산",131,"경기도"
"132","경기도 안성시 원곡면 산하리","안성시청",164,415500801,"덕암산",132,"경기도"
"133","경기도 양주시 고암동 ","양주시청",200.8,416300301,"고장산",133,"경기도"
"134","경기도 양주시 은현면 용암리","양주시청",965.3,416300501,"도락산",134,"경기도"
"135","경기도 양주시 장흥면 울대리","양주시청",740.2,416300601,"도봉산",135,"경기도"
"136","경기도 양평군 개군면 석장리","양평군청",237.9,418300301,"개군산",136,"경기도"
"137","경기도 양평군 단월면 삼가리","양평군청",485.9,418301201,"노기산",137,"경기도"
"138","경기도 양평군 서종면 도장리","양평군청",463.9,418301001,"기봉",138,"경기도"
"139","경기도 양평군 양동면 고송리","양평군청",326,418300701,"구락산",139,"경기도"
"140","경기도 양평군 양동면 금왕리","양평군청",266.7,418300401,"건지산",140,"경기도"
"141","경기도 양평군 양서면 양수리","양평군청",229.7,418301301,"노적봉",141,"경기도"
"142","경기도 양평군 옥천면 신복리","양평군청",743.8,418301501,"대부산",142,"경기도"
"143","경기도 양평군 옥천면 옥천리","양평군청",217.4,418301101,"남산",143,"경기도"
"144","경기도 양평군 지평면 일신리","양평군청",528.5,418300501,"고래산",144,"경기도"
"145","경기도 여주시 가남읍 신해리","여주시청",150.6,416700701,"대명산",145,"경기도"
"146","경기도 여주시 강천면 도전리","여주시청",131.1,416703701,"당산",146,"경기도"
"147","경기도 여주시 금사면 상호리","여주시청",418.8,416703601,"대렴봉",147,"경기도"
"148","경기도 여주시 금사면 상호리","여주시청",418.8,416700601,"대렴봉",148,"경기도"
"149","경기도 여주시 상거동 ","여주시청",251.7,416700801,"대포산",149,"경기도"
"150","경기도 여주시 점동면 관한리","여주시청",151.5,416701001,"두둠이산",150,"경기도"
"151","경기도 여주시 점동면 잠안리","여주시청",192.5,416700901,"도림골산",151,"경기도"
"152","경기도 여주시 점동면 장안리","여주시청",156.8,416700201,"개내골산",152,"경기도"
"153","경기도 여주시 점동면 청안리","여주시청",283.5,416700101,"강금산",153,"경기도"
"154","경기도 여주시 흥천면 상백리","여주시청",110.5,416700401,"기관산",154,"경기도"
"155","경기도 연천군 청산면 백의리","연천군청",447.2,418000201,"개미산",155,"경기도"
"156","경기도 오산시 서랑동 ","오산시청",160.3,413700301,"노적봉",156,"경기도"
"157","경기도 용인시 처인구 김량장동 ","용인시청",574,414600701,"노고봉",157,"경기도"
"158","경기도 용인시 처인구 남사면 완장리","용인시청",206.9,414601001,"달봉산",158,"경기도"
"159","경기도 용인시 처인구 모현읍 갈담리","용인시청",199.2,414600301,"구만이산",159,"경기도"
"160","경기도 용인시 처인구 모현읍 매산리","용인시청",229.4,414600901,"달기산",160,"경기도"
"161","경기도 용인시 처인구 양지면 추계리","용인시청",424.9,414603801,"금박산",161,"경기도"
"162","경기도 용인시 처인구 양지면 평창리","용인시청",434.2,414601101,"독조봉",162,"경기도"
"163","경기도 용인시 처인구 운학동 ","용인시청",346.7,414600501,"국사봉",163,"경기도"
"164","경기도 용인시 처인구 운학동 ","용인시청",346.7,414600501,"국사봉",164,"경기도"
"165","경기도 용인시 처인구 원삼면 맹리","용인시청",410.6,414600201,"건지산",165,"경기도"
"166","경기도 용인시 처인구 원삼면 죽능리","용인시청",461.1,414600401,"구봉산",166,"경기도"
"167","경기도 의왕시 초평동 ","의왕시청",145.3,414300201,"구봉산",167,"경기도"
"168","경기도 이천시 마장면 이치리","이천시청",146.7,415001001,"두리봉",168,"경기도"
"169","경기도 이천시 마장면 작촌리","이천시청",352.8,415003401,"동맥이산",169,"경기도"
"170","경기도 이천시 설성면 수산리","이천시청",307.8,415003501,"노성산",170,"경기도"
"171","경기도 이천시 설성면 암산리","이천시청",164.8,415000801,"돌박지산",171,"경기도"
"172","경기도 이천시 율면 고당리","이천시청",128.9,415000101,"가래산",172,"경기도"
"173","경기도 이천시 율면 고당리","이천시청",128.9,415000101,"가래산",173,"경기도"
"174","경기도 이천시 율면 총곡리","이천시청",160.2,415000701,"도투미산",174,"경기도"
"175","경기도 이천시 호법면 매곡리","이천시청",148.3,415000301,"관진봉",175,"경기도"
"176","경기도 이천시 호법면 주미리","이천시청",309,415000501,"대덕산",176,"경기도"
"177","경기도 일산동구 중산동 ","일산동구청",206.3,412800101,"고봉산",177,"경기도"
"178","경기도 파주시 법원읍 갈곡리","파주시청",401,414800601,"노고산",178,"경기도"
"179","경기도 파주시 법원읍 웅담리","파주시청",211.8,414800501,"남산",179,"경기도"
"180","경기도 파주시 적성면 객현리","파주시청",674.9,414800101,"감악산",180,"경기도"
"181","경기도 파주시 적성면 자장리","파주시청",150,414800301,"국사봉",181,"경기도"
"182","경기도 파주시 적성면 자장리","파주시청",150,414800301,"국사봉",182,"경기도"
"183","경기도 평택시 청북읍 어소리","평택시청",137.5,412200501,"덕지산",183,"경기도"
"184","경기도 평택시 포승읍 방림리","평택시청",58.1,412200301,"대덕산",184,"경기도"
"185","경기도 평택시 현덕면 권관리","평택시청",44.1,412200101,"계두봉",185,"경기도"
"186","경기도 평택시 현덕면 신왕리","평택시청",132.4,412200201,"고등산",186,"경기도"
"187","경기도 포천시 관인면 삼율리","포천시청",643.1,416500601,"고남산",187,"경기도"
"188","경기도 포천시 신북면 가채리","포천시청",306.7,416500101,"가랑산",188,"경기도"
"189","경기도 포천시 신북면 가채리","포천시청",306.7,416500101,"가랑산",189,"경기도"
"190","경기도 포천시 신북면 심곡리","포천시청",350.5,416501201,"덕령산",190,"경기도"
"191","경기도 포천시 영북면 산정리","포천시청",732.1,416500701,"관음산",191,"경기도"
"192","경기도 포천시 영중면 금주리","포천시청",568.3,416501101,"금주산",192,"경기도"
"193","경기도 포천시 이동면 도평리","포천시청",662,416500301,"각흘봉",193,"경기도"
"194","경기도 포천시 이동면 도평리","포천시청",662,416500301,"각흘봉",194,"경기도"
"195","경기도 포천시 이동면 도평리","포천시청",774.3,416500201,"가리산",195,"경기도"
"196","경기도 포천시 이동면 도평리","포천시청",774.3,416500201,"가리산",196,"경기도"
"197","경기도 포천시 이동면 도평리","포천시청",882,416504501,"각흘산",197,"경기도"
"198","경기도 포천시 이동면 도평리","포천시청",882,416504501,"각흘산",198,"경기도"
"199","경기도 포천시 이동면 도평리","포천시청",1049.2,416500801,"광덕산",199,"경기도"
"200","경기도 하남시 교산동 ","하남시청",292.1,414500101,"객산",200,"경기도"
"201","경기도 하남시 하산곡동 ","하남시청",658.4,414500201,"검단산",201,"경기도"
"202","경기도 하남시 항동 ","하남시청",321.2,414500301,"금암산",202,"경기도"
"203","경기도 화성시 남양읍 남양리","화성시청",148.3,415900201,"고초봉",203,"경기도"
"204","경기도 화성시 봉담읍 세곡리","화성시청",335.5,415900101,"건달산",204,"경기도"
"205","경기도 화성시 장안면 수촌리","화성시청",102.5,415900401,"꽃당산",205,"경상남도"
"206","경상남도 거제시 거제면 남동리","거제시청",25.4,483100801,"남산",206,"경상남도"
"207","경상남도 거제시 고현동 ","거제시청",569.8,483100401,"계룡산",207,"경상남도"
"208","경상남도 거제시 덕포동 ","거제시청",136,483101701,"동산",208,"경상남도"
"209","경상남도 거제시 동부면 구천리","거제시청",557.1,483101001,"노자산",209,"경상남도"
"210","경상남도 거제시 동부면 율포리","거제시청",291.3,483101601,"동망산",210,"경상남도"
"211","경상남도 거제시 둔덕면 상둔리","거제시청",459.5,483101401,"대봉산",211,"경상남도"
"212","경상남도 거제시 양정동 ","거제시청",334.9,483101501,"독봉산",212,"경상남도"
"213","경상남도 거제시 연초면 다공리","거제시청",287.5,483100901,"남여산",213,"경상남도"
"214","경상남도 거제시 연초면 명동리","거제시청",438.692,483101301,"대금산",214,"경상남도"
"215","경상남도 거제시 장목면 구영리","거제시청",260,483107701,"대봉산",215,"경상남도"
"216","경상남도 거제시 장목면 농소리","거제시청",218.4,483101101,"노장산",216,"경상남도"
"217","경상남도 거제시 장목면 외포리","거제시청",374.3,483100301,"강망산",217,"경상남도"
"218","경상남도 거제시 하청면 대곡리","거제시청",161,483100601,"굿등산",218,"경상남도"
"219","경상남도 거창군 거창읍 가지리","거창군청",573.2,488800401,"건흥산",219,"경상남도"
"220","경상남도 거창군 남상면 무촌리","거창군청",952.6,488800101,"감악산",220,"경상남도"
"221","경상남도 거창군 남상면 춘전리","거창군청",669.6,488801501,"덕갈산",221,"경상남도"
"222","경상남도 거창군 남하면 대야리","거창군청",518.6,488805001,"감토산",222,"경상남도"
"223","경상남도 거창군 남하면 둔마리","거창군청",838.6,488804401,"금귀봉",223,"경상남도"
"224","경상남도 거창군 신원면 청수리","거창군청",765.1,488806301,"갈전산",224,"경상남도"
"225","경상남도 거창군 신원면 청수리","거창군청",765.1,488806301,"갈전산",225,"경상남도"
"226","경상남도 거창군 위천면 상천리","거창군청",1330.8,488807501,"기백산",226,"경상남도"
"227","경상남도 거창군 위천면 상천리","거창군청",1352.5,488805801,"금원산",227,"경상남도"
"228","경상남도 고성군 거류면 거산리","고성군청",571.71,488200301,"거류산",228,"경상남도"
"229","경상남도 고성군 고성읍 신월리","고성군청",96.6,488200401,"곡산",229,"경상남도"
"230","경상남도 고성군 고성읍 이당리","고성군청",205.9,488201101,"당우산",230,"경상남도"
"231","경상남도 고성군 동해면 외산리","고성군청",272.4,488200901,"노인산",231,"경상남도"
"232","경상남도 고성군 마암면 도전리","고성군청",350.5,488200701,"금정산",232,"경상남도"
"233","경상남도 고성군 마암면 신리","고성군청",278.4,488201301,"덕산",233,"경상남도"
"234","경상남도 고성군 삼산면 미룡리","고성군청",368.3,488200101,"갈모봉산",234,"경상남도"
"235","경상남도 고성군 삼산면 미룡리","고성군청",368.3,488200101,"갈모봉산",235,"경상남도"
"236","경상남도 고성군 영오면 오서리","고성군청",176.5,488201001,"당뫼산",236,"경상남도"
"237","경상남도 고성군 영현면 영부리","고성군청",306,488201501,"동산",237,"경상남도"
"238","경상남도 고성군 영현면 영부리","고성군청",341.2,488200801,"금태산",238,"경상남도"
"239","경상남도 고성군 영현면 영부리","고성군청",424.502,488201201,"대곡산",239,"경상남도"
"240","경상남도 고성군 회화면 삼덕리","고성군청",308.8,488200601,"금봉산",240,"경상남도"
"241","경상남도 김해시 관동동 ","김해시청",663.2,482500401,"굴암산",241,"경상남도"
"242","경상남도 김해시 구산동 ","김해시청",46.1,482500301,"구지봉",242,"경상남도"
"243","경상남도 김해시 대동면 예안리","김해시청",341.6,482500801,"까치산",243,"경상남도"
"244","경상남도 김해시 대동면 월촌리","김해시청",136.6,482500101,"각성산",244,"경상남도"
"245","경상남도 김해시 대동면 월촌리","김해시청",136.6,482500101,"각성산",245,"경상남도"
"246","경상남도 김해시 상동면 감로리","김해시청",463.191,482500501,"금동산",246,"경상남도"
"247","경상남도 김해시 상동면 묵방리","김해시청",348.6,482501001,"도봉산",247,"경상남도"
"248","경상남도 김해시 주촌면 덕암리","김해시청",376.3,482504901,"금음산",248,"경상남도"
"249","경상남도 김해시 진영읍 여래리","김해시청",271,482500601,"금병산",249,"경상남도"
"250","경상남도 남해군 남면 평산리","남해군청",359.6,488400201,"고동산",250,"경상남도"
"251","경상남도 남해군 삼동면 금송리","남해군청",438.7,488401501,"대금산",251,"경상남도"
"252","경상남도 남해군 서면 대정리","남해군청",208.1,488401101,"남산",252,"경상남도"
"253","경상남도 남해군 설천면 금음리","남해군청",480.9,488400901,"금음산",253,"경상남도"
"254","경상남도 남해군 설천면 덕신리","남해군청",450.4,488401301,"녹두산",254,"경상남도"
"255","경상남도 남해군 설천면 문의리","남해군청",377.9,488400501,"구두산",255,"경상남도"
