"","주소.시.","소속","해발고도.m.","산.코드","이름","id","주소"
"256","경상남도 남해군 설천면 진목리","남해군청",371.3,488401401,"대국산",256,"경상남도"
"257","경상남도 남해군 이동면 신전리","남해군청",704.9,488400801,"금산",257,"경상남도"
"258","경상남도 남해군 창선면 광천리","남해군청",469.9,488401601,"대방산",258,"경상남도"
"259","경상남도 남해군 창선면 진동리","남해군청",185.1,488401001,"남방봉",259,"경상남도"
"260","경상남도 밀양시 단장면 단장리","밀양시청",212.6,482700401,"경주산",260,"경상남도"
"261","경상남도 밀양시 단장면 단장리","밀양시청",502.2,482700101,"가래봉",261,"경상남도"
"262","경상남도 밀양시 단장면 단장리","밀양시청",502.2,482700101,"가래봉",262,"경상남도"
"263","경상남도 밀양시 무안면 덕암리","밀양시청",545.3,482701201,"덕암산",263,"경상남도"
"264","경상남도 밀양시 부북면 퇴로리","밀양시청",381,482701301,"돗대산",264,"경상남도"
"265","경상남도 밀양시 산내면 삼양리","밀양시청",983.1,482706201,"능동산",265,"경상남도"
"266","경상남도 밀양시 산외면 다죽리","밀양시청",203.2,482701001,"다원동산",266,"경상남도"
"267","경상남도 밀양시 삼랑진읍 행곡리","밀양시청",766,482700701,"금오산",267,"경상남도"
"268","경상남도 밀양시 상동면 도곡리","밀양시청",597,482700801,"낙화산",268,"경상남도"
"269","경상남도 사천시 곤명면 본촌리","사천시청",155.9,482400501,"다래봉",269,"경상남도"
"270","경상남도 사천시 곤양면 남문외리","사천시청",133.7,482400301,"남산",270,"경상남도"
"271","경상남도 사천시 대방동 ","사천시청",408.4,482400101,"각산",271,"경상남도"
"272","경상남도 사천시 대방동 ","사천시청",408.4,482400101,"각산",272,"경상남도"
"273","경상남도 사천시 사남면 우천리","사천시청",383.5,482400201,"구룡산",273,"경상남도"
"274","경상남도 사천시 서금동 ","사천시청",25.4,482400401,"노산",274,"경상남도"
"275","경상남도 산청군 금서면 평촌리","산청군청",616.1,488601201,"기산",275,"경상남도"
"276","경상남도 산청군 산청읍 송경리","산청군청",587,488601001,"구인산",276,"경상남도"
"277","경상남도 산청군 산청읍 옥산리","산청군청",237.542,488601301,"꽃봉산",277,"경상남도"
"278","경상남도 산청군 생비량면 제보리","산청군청",363.1,488600301,"갈미봉",278,"경상남도"
"279","경상남도 산청군 생비량면 제보리","산청군청",363.1,488600301,"갈미봉",279,"경상남도"
"280","경상남도 산청군 생초면 노은리 ","산청군청",335.8,488600101,"가막산",280,"경상남도"
"281","경상남도 산청군 생초면 노은리 ","산청군청",335.8,488600101,"가막산",281,"경상남도"
"282","경상남도 산청군 시천면 동당리","산청군청",961,488600901,"구곡산",282,"경상남도"
"283","경상남도 산청군 시천면 중태리","산청군청",569.7,488601901,"두방산",283,"경상남도"
"284","경상남도 산청군 차황면 부리","산청군청",628.2,488601401,"남산",284,"경상남도"
"285","경상남도 양산시 용당동 ","양산시청",742.6,483300501,"대운산",285,"경상남도"
"286","경상남도 의령군 궁류면 계현리","의령군청",323.4,487200401,"거장산",286,"경상남도"
"287","경상남도 의령군 부림면 익구리","의령군청",181,487200201,"갓골산",287,"경상남도"
"288","경상남도 의령군 부림면 익구리","의령군청",323,487201001,"다락산",288,"경상남도"
"289","경상남도 의령군 유곡면 세간리","의령군청",242.1,487200501,"고망산",289,"경상남도"
"290","경상남도 의령군 의령읍 동동리","의령군청",323.1,487204201,"남산",290,"경상남도"
"291","경상남도 의령군 정곡면 오방리","의령군청",231.6,487200901,"긴등산",291,"경상남도"
"292","경상남도 의령군 지정면 두곡리","의령군청",259.2,487200301,"갓등산",292,"경상남도"
"293","경상남도 의령군 지정면 득소리","의령군청",257.3,487200101,"가목산",293,"경상남도"
"294","경상남도 의령군 지정면 득소리","의령군청",257.3,487200101,"가목산",294,"경상남도"
"295","경상남도 진주시 명석면 외율리","진주시청",347.1,481700201,"광제봉",295,"경상남도"
"296","경상남도 창녕군 길곡면 마천리","창녕군청",476.6,487400101,"강태봉",296,"경상남도"
"297","경상남도 창녕군 남지읍 고곡리","창녕군청",307.9,487400401,"구진산",297,"경상남도"
"298","경상남도 창녕군 남지읍 학계리","창녕군청",166,487400701,"도초산",298,"경상남도"
"299","경상남도 창녕군 대합면 내울리","창녕군청",209.1,487400301,"구룡산",299,"경상남도"
"300","경상남도 창녕군 창녕읍 퇴천리","창녕군청",579,487400501,"구현산",300,"경상남도"
"301","경상남도 창원시 마산합포구 구산면 옥계리","창원시청",95.9,481500401,"금주산",301,"경상남도"
"302","경상남도 창원시 마산합포구 마산합포구 진북면","창원시청",752,481500301,"광려산",302,"경상남도"
"303","경상남도 창원시 마산합포구 현동 ","창원시청",227.5,481500501,"당마산",303,"경상남도"
"304","경상남도 창원시 마산회원구 내서읍 감천리","창원시청",516,481500601,"대곡산",304,"경상남도"
"305","경상남도 창원시 성산구 불모산동 불모산동","창원시청",675.8,481100201,"대암산",305,"경상남도"
"306","경상남도 창원시 의창구 북면 고암리","창원시청",432.5,481100101,"구룡산",306,"경상남도"
"307","경상남도 창원시 진해구 남문동 남문동","창원시청",98.6,481900301,"남산",307,"경상남도"
"308","경상남도 창원시 진해구 소사동 소사동","창원시청",149.4,481900101,"계산",308,"경상남도"
"309","경상남도 창원시 진해구 안곡동 안곡동","창원시청",205.4,481900201,"곶출산",309,"경상남도"
"310","경상남도 통영시 도산면 관덕리","통영시청",341.8,482200601,"도덕산",310,"경상남도"
"311","경상남도 통영시 동호동 ","통영시청",71.7,482200401,"남망산",311,"경상남도"
"312","경상남도 통영시 미수동 ","통영시청",73.5,482200501,"당산",312,"경상남도"
"313","경상남도 통영시 욕지면 노대리","통영시청",206.5,482200301,"깃대봉",313,"경상남도"
"314","경상남도 통영시 정량동 ","통영시청",126.5,482200201,"굿산",314,"경상남도"
"315","경상남도 통영시 한산면 염호리","통영시청",188.9,482200101,"고동산",315,"경상남도"
"316","경상남도 하동군 금남면 덕천리","하동군청",875.1,488500301,"금오산",316,"경상남도"
"317","경상남도 하동군 적량면 서리","하동군청",773.7,488500201,"구제봉",317,"경상남도"
"318","경상남도 하동군 청암면 묵계리","하동군청",1153.2,488500101,"관음봉",318,"경상남도"
"319","경상남도 함안군 대산면 대사리","함안군청",130.2,487300401,"고종산",319,"경상남도"
"320","경상남도 함안군 대산면 부목리","함안군청",106.3,487300101,"갈마산",320,"경상남도"
"321","경상남도 함안군 대산면 부목리","함안군청",106.3,487300101,"갈마산",321,"경상남도"
"322","경상남도 함양군 병곡면 원산리","함양군청",1245.8,488703901,"대봉산",322,"경상남도"
"323","경상남도 함양군 서상면 금당리","함양군청",930.3,488700701,"깃대봉",323,"경상남도"
"324","경상남도 함양군 서상면 도천리","함양군청",1184,488700101,"거망산",324,"경상남도"
"325","경상남도 함양군 서하면 다곡리","함양군청",1041,488703701,"도숭산",325,"경상남도"
"326","경상남도 함양군 수동면 상백리","함양군청",552.7,488700201,"골무산",326,"경상남도"
"327","경상남도 합천군 가야면 성기리","합천군청",1036.2,488902001,"두무산",327,"경상남도"
"328","경상남도 합천군 가야면 이천리","합천군청",321.5,488901001,"남산봉",328,"경상남도"
"329","경상남도 합천군 가야면 치인리","합천군청",311.1,488900901,"깃대봉",329,"경상남도"
"330","경상남도 합천군 가회면 오도리","합천군청",323,488900801,"기산",330,"경상남도"
"331","경상남도 합천군 대병면 성리","합천군청",592.1,488900701,"금성산",331,"경상남도"
"332","경상남도 합천군 묘산면 안성리","합천군청",515.1,488901601,"달윤산",332,"경상남도"
"333","경상남도 합천군 봉산면 계산리","합천군청",545.4,488901301,"논덕산",333,"경상남도"
"334","경상남도 합천군 봉산면 계산리","합천군청",563,488900301,"강덕산",334,"경상남도"
"335","경상남도 합천군 용주면 성산리","합천군청",232.7,488900101,"갈마산",335,"경상남도"
"336","경상남도 합천군 용주면 성산리","합천군청",232.7,488900101,"갈마산",336,"경상남도"
"337","경상남도 합천군 용주면 장전리","합천군청",381.8,488900601,"금곡산",337,"경상남도"
"338","경상남도 합천군 율곡면 낙민리","합천군청",201,488901501,"단봉산",338,"경상남도"
"339","경상남도 합천군 율곡면 본천리","합천군청",267.4,488901801,"대야성산",339,"경상남도"
"340","경상남도 합천군 율곡면 본천리","합천군청",591.1,488901701,"대암산",340,"경상남도"
"341","경상남도 합천군 적중면 죽고리","합천군청",207.7,488901901,"동웅봉",341,"경상남도"
"342","경상남도 합천군 청덕면 가현리","합천군청",37.4,488900401,"강진산",342,"경상남도"
"343","경상남도 합천군 청덕면 운봉리","합천군청",402,488901401,"다남산",343,"경산북도"
"344","경상북도 경산시 남산면 평기리","경산시청",615.7,472900401,"대왕산",344,"경산북도"
"345","경상북도 경산시 남천면 산전리","경산시청",431.1,472901401,"금성산",345,"경산북도"
"346","경상북도 경산시 용성면 고죽리","경산시청",307.6,472900301,"금학산",346,"경산북도"
"347","경상북도 경산시 용성면 고죽리","경산시청",418.8,472900201,"금박산",347,"경산북도"
"348","경상북도 경산시 진량읍 속초리","경산시청",261.3,472900501,"도천산",348,"경산북도"
"349","경상북도 경주시 건천읍 방내리","경주시청",827.2,471301101,"단석산",349,"경산북도"
"350","경상북도 경주시 내남면 용장리","경주시청",495.1,471300801,"금오산",350,"경산북도"
"351","경상북도 경주시 보문동 ","경주시청",99.5,471301001,"낭산",351,"경산북도"
"352","경상북도 경주시 서면 도리","경주시청",393.6,471300501,"관산",352,"경산북도"
"353","경상북도 경주시 안강읍 두류리","경주시청",521,471300701,"금곡산",353,"경산북도"
"354","경상북도 경주시 안강읍 옥산리","경주시청",703,471301301,"도덕산",354,"경산북도"
"355","경상북도 경주시 천군동 ","경주시청",320.1,471301201,"대덕산",355,"경산북도"
"356","경상북도 경주시 탑동, 배동, 내남면","경주시청",468,471300201,"남산",356,"경산북도"
"357","경상북도 경주시 현곡면 가정리","경주시청",594.4,471300601,"구미산",357,"경산북도"
"358","경상북도 구미시 남통동 ","구미시청",976.5,471900101,"금오산",358,"경산북도"
"359","경상북도 구미시 도개면 다곡리","구미시청",694,471900301,"냉산",359,"경산북도"
"360","경상북도 군위군 고로면 낙전리","군위군청",578.8,477200301,"두리봉",360,"경산북도"
"361","경상북도 군위군 우보면 나호리","군위군청",338.8,477200101,"국통산",361,"경산북도"
"362","경상북도 김천시 감문면 광덕리","김천시청",391,471500401,"광덕산",362,"경산북도"
"363","경상북도 김천시 감천면 무안리","김천시청",603.5,471500201,"고당산",363,"경산북도"
"364","경상북도 김천시 대항면 대성리","김천시청",811.4,471501301,"덕대산",364,"경산북도"
"365","경상북도 김천시 대항면 향천리","김천시청",655.8,471501401,"동구지산",365,"경산북도"
"366","경상북도 김천시 부곡동 ","김천시청",482.3,471500301,"고성산",366,"경산북도"
"367","경상북도 김천시 어모면 다남리","김천시청",227.6,471504301,"광덕산",367,"경산북도"
"368","경상북도 김천시 어모면 은기리","김천시청",733.4,471500801,"난함산",368,"경산북도"
"369","경상북도 김천시 조마면 강곡리","김천시청",682.7,471500101,"가제산",369,"경산북도"
"370","경상북도 김천시 조마면 강곡리","김천시청",682.7,471500101,"가제산",370,"경산북도"
"371","경상북도 김천시 조마면 대방리","김천시청",453.8,471500601,"글씨산",371,"경산북도"
"372","경상북도 김천시 조마면 신곡리","김천시청",566,471501501,"동대산",372,"경산북도"
"373","경상북도 김천시 지좌동 ","김천시청",571.6,471500701,"까치산",373,"경산북도"
"374","경상북도 문경시 가은읍 완장리","문경시청",931,472800901,"대야산",374,"경산북도"
"375","경상북도 문경시 가은읍 하괴리","문경시청",992,472800501,"뇌정산",375,"경산북도"
"376","경상북도 문경시 동로면 노은리","문경시청",914.6,472800201,"공덕산",376,"경산북도"
"377","경상북도 문경시 마성면 상내리","문경시청",572.2,472800601,"능곡산",377,"경산북도"
"378","경상북도 문경시 문경읍 각서리","문경시청",276.6,472800401,"기산",378,"경산북도"
"379","경상북도 문경시 산양면 형천리","문경시청",165.3,472800101,"고모산",379,"경산북도"
"380","경상북도 봉화군 봉성면 우곡리","봉화군청",711.5,479200201,"갈방산",380,"경산북도"
"381","경상북도 봉화군 봉성면 우곡리","봉화군청",711.5,479200201,"갈방산",381,"경산북도"
"382","경상북도 봉화군 봉화읍 적덕리","봉화군청",265.2,479200501,"달봉산",382,"경산북도"
"383","경상북도 봉화군 봉화읍 화천리","봉화군청",364.1,479205101,"노인봉",383,"경산북도"
"384","경상북도 봉화군 봉화읍 화천리","봉화군청",372.7,479200601,"대마산",384,"경산북도"
"385","경상북도 봉화군 재산면 동면리","봉화군청",690.3,479200701,"덕산봉",385,"경산북도"
"386","경상북도 봉화군 춘양면 석현리","봉화군청",1202,479200101,"각화산",386,"경산북도"
"387","경상북도 봉화군 춘양면 석현리","봉화군청",1202,479200101,"각화산",387,"경산북도"
"388","경상북도 상주시 공검면 지평리","상주시청",207.6,472500101,"갈모봉",388,"경산북도"
"389","경상북도 상주시 공검면 지평리","상주시청",207.6,472500101,"갈모봉",389,"경산북도"
"390","경상북도 상주시 공성면 장동리","상주시청",439.53,472500401,"국수봉",390,"경산북도"
"391","경상북도 상주시 낙동면 구잠리","상주시청",240.2,472500601,"나각산",391,"경산북도"
"392","경상북도 상주시 낙동면 비룡리","상주시청",805.8,472500201,"갑장산",392,"경산북도"
"393","경상북도 상주시 남장동 ","상주시청",729,472500901,"노악산",393,"경산북도"
"394","경상북도 상주시 모서면 도안리","상주시청",325.3,472501001,"대가산",394,"경산북도"
"395","경상북도 상주시 외서면 개곡리","상주시청",195.8,472501101,"덕산",395,"경산북도"
"396","경상북도 상주시 은척면 남곡리","상주시청",819.9,472500701,"남산",396,"경산북도"
"397","경상북도 상주시 중동면 회상리","상주시청",421.6,472500301,"건지봉",397,"경산북도"
"398","경상북도 상주시 청리면 마공리","상주시청",704.8,472500501,"기양산",398,"경산북도"
"399","경상북도 성주군 금수면 광산리","성주군청",526.8,478400601,"도장골산",399,"경산북도"
"400","경상북도 성주군 금수면 무학리","성주군청",956.1,478400701,"독용산",400,"경산북도"
"401","경상북도 성주군 성주읍 대황리","성주군청",486.5,478400501,"대황산",401,"경산북도"
"402","경상북도 성주군 수륜면 백운리","성주군청",1432.6,478400101,"가야산",402,"경산북도"
"403","경상북도 성주군 수륜면 백운리","성주군청",1432.6,478400101,"가야산",403,"경산북도"
"404","경상북도 성주군 수륜면 봉양리","성주군청",466.9,478400401,"노인봉",404,"경산북도"
"405","경상북도 안동시 길안면 고란리","안동시청",530.6,471700401,"계명산",405,"경산북도"
"406","경상북도 안동시 길안면 금곡리","안동시청",575.5,471700701,"금학산",406,"경산북도"
"407","경상북도 안동시 남선면 도로리","안동시청",547,471700101,"갈라산",407,"경산북도"
"408","경상북도 안동시 남선면 도로리","안동시청",547,471700101,"갈라산",408,"경산북도"
"409","경상북도 안동시 도사면 온혜리","안동시청",557,471700201,"건지산",409,"경산북도"
"410","경상북도 안동시 도산면 운곡리","안동시청",480.6,471700501,"국망봉",410,"경산북도"
"411","경상북도 안동시 북후면 도진리","안동시청",278.4,471706201,"건지산",411,"경산북도"
"412","경상북도 안동시 북후면 석탑리","안동시청",548.5,471705701,"갈미봉",412,"경산북도"
"413","경상북도 안동시 북후면 석탑리","안동시청",548.5,471705701,"갈미봉",413,"경산북도"
"414","경상북도 안동시 서후면 교리","안동시청",210.8,471701001,"대표산",414,"경산북도"
"415","경상북도 안동시 임동면 대곡리","안동시청",485.4,471701101,"두름산",415,"경산북도"
"416","경상북도 안동시 임하면 추목리","안동시청",555.4,471700801,"기룡산",416,"경산북도"
"417","경상북도 안동시 풍산읍 오미리","안동시청",283.8,471700301,"검무산",417,"경산북도"
"418","경상북도 안동시 풍산읍 현애리","안동시청",217.5,471700901,"대봉산",418,"경산북도"
"419","경상북도 영덕군 남정면 쟁암리","영덕군청",792.4,477701201,"동대산",419,"경산북도"
"420","경상북도 영덕군 달산면 매일리","영덕군청",445.8,477700901,"덕갈산",420,"경산북도"
"421","경상북도 영덕군 영해면 벌영리","영덕군청",95.8,477701301,"동산",421,"경산북도"
"422","경상북도 영덕군 지품면 삼화리","영덕군청",516,477700301,"국사당산",422,"경산북도"
"423","경상북도 영덕군 지품면 용덕리","영덕군청",398.4,477701101,"돌시산",423,"경산북도"
"424","경상북도 영덕군 창수면 미곡리","영덕군청",184.3,477700801,"대봉산",424,"경산북도"
"425","경상북도 영덕군 창수면 수리","영덕군청",684.1,477701001,"독경산",425,"경산북도"
"426","경상북도 영덕군 축산면 상원리","영덕군청",291.3,477700101,"고래산",426,"경산북도"
"427","경상북도 영양군 석보면 홍계리","영양군청",591.9,477600201,"괘산",427,"경산북도"
"428","경상북도 영양군 수비면 본신리","영양군청",862.2,477600301,"금장산",428,"경산북도"
"429","경상북도 영주시 봉현면 대촌리","영주시청",252.8,472100101,"대기산",429,"경산북도"
"430","경상북도 영주시 이산면 두월리","영주시청",247.7,472100201,"두월산",430,"경산북도"
"431","경상북도 영천시 북안면 상리","영천시청",674.82,472300201,"구룡산",431,"경산북도"
"432","경상북도 영천시 북안면 유상리","영천시청",411.8,472300301,"금오산",432,"경산북도"
"433","경상북도 영천시 신녕면 연정리","영천시청",557,472300601,"노고산",433,"경산북도"
"434","경상북도 영천시 자양면 보현리","영천시청",965.5,472300401,"기룡산",434,"경산북도"
"435","경상북도 영천시 청통면 보성리","영천시청",174.8,472300701,"대왕산",435,"경산북도"
"436","경상북도 예천군 예천읍 동본리","예천군청",124.4,479000401,"남산",436,"경산북도"
"437","경상북도 예천군 예천읍 우계리","예천군청",191.8,479000501,"냉정산",437,"경산북도"
"438","경상북도 예천군 용궁면 가야리","예천군청",150.7,479000201,"고종산",438,"경산북도"
"439","경상북도 예천군 지보면 마산리","예천군청",333.4,479000301,"나부산",439,"경산북도"
"440","경상북도 예천군 효자면 도촌리","예천군청",851,479000101,"가재봉",440,"경산북도"
"441","경상북도 예천군 효자면 도촌리","예천군청",851,479000101,"가재봉",441,"경산북도"
"442","경상북도 울릉군 북면 천부리","울릉군청",280.8,479400401,"두루봉",442,"경산북도"
"443","경상북도 울릉군 북면 현포리","울릉군청",563.7,479400301,"노인봉",443,"경산북도"
"444","경상북도 울릉군 서면 남양리","울릉군청",196.9,479400101,"가두봉",444,"경산북도"
"445","경상북도 울릉군 서면 남양리","울릉군청",196.9,479400101,"가두봉",445,"경산북도"
"446","경상북도 울릉군 울릉읍 사동리","울릉군청",417.4,479400501,"두리봉",446,"경산북도"
"447","경상북도 울릉군 울릉읍 사동리","울릉군청",722.5,479400201,"관모봉",447,"경산북도"
"448","경상북도 울진군 근남면 구산리","울진군청",437.7,479300601,"남수산",448,"경산북도"
"449","경상북도 울진군 매화면 기양리","울진군청",652.4,479300701,"대령산",449,"경산북도"
"450","경상북도 울진군 온정면 온정리","울진군청",423,479300401,"기린봉",450,"경산북도"
"451","경상북도 울진군 울진읍 대흥리","울진군청",388.6,479300201,"금산",451,"경산북도"
"452","경상북도 울진군 평해읍 월송리","울진군청",2.9,479300101,"굴미봉",452,"경산북도"
"453","경상북도 의성군 금성면 탑리리","의성군청",530.2,477300601,"금성산",453,"경산북도"
"454","경상북도 의성군 다인면 봉정리","의성군청",313.2,477301001,"독점산",454,"경산북도"
"455","경상북도 의성군 안사면 만리리","의성군청",330.9,477300301,"곤지산",455,"경산북도"
"456","경상북도 의성군 안사면 안사리","의성군청",494.3,477300201,"고도산",456,"경산북도"
"457","경상북도 의성군 의성읍 팔성리","의성군청",210.8,477300401,"구봉산",457,"경산북도"
"458","경상북도 의성군 춘산면 금천리","의성군청",567.9,477300801,"늑두산",458,"경산북도"
"459","경상북도 청도군 각남면 사리","청도군청",851.7,478200601,"남산",459,"경산북도"
"460","경상북도 청도군 각북면 우산리","청도군청",364.7,478200801,"대밭골산",460,"경산북도"
"461","경상북도 청도군 매전면 장연리","청도군청",784.2,478200401,"구만산",461,"경산북도"
"462","경상북도 청도군 운문면 대천리","청도군청",317.4,478200201,"개산",462,"경산북도"
"463","경상북도 청도군 이서면 대전리","청도군청",303,478200501,"나부산",463,"경산북도"
"464","경상북도 청도군 풍각면 성곡리","청도군청",367.5,478200701,"노인봉",464,"경산북도"
"465","경상북도 청송군 안덕면 노래리","청송군청",794.2,477500801,"노래산",465,"경산북도"
"466","경상북도 청송군 진보면 광덕리","청송군청",489,477500301,"광덕산",466,"경산북도"
"467","경상북도 청송군 진보면 괴정리","청송군청",900.1,477500901,"대둔산",467,"경산북도"
"468","경상북도 청송군 진보면 추현리","청송군청",528.5,477500201,"고산",468,"경산북도"
"469","경상북도 청송군 현서면 수락리","청송군청",714.9,477501001,"대정산",469,"경산북도"
"470","경상북도 청송군 현서면 화목리","청송군청",674.7,477500401,"구무산",470,"경산북도"
"471","경상북도 칠곡군 가산면 가산리","칠곡군청",901.8,478500101,"가산",471,"경산북도"
"472","경상북도 칠곡군 가산면 가산리","칠곡군청",901.8,478500101,"가산",472,"경산북도"
"473","경상북도 칠곡군 기산면 행정리","칠곡군청",347.5,478501001,"도고산",473,"경산북도"
"474","경상북도 칠곡군 석적읍 망정리","칠곡군청",468.1,478500701,"기반산",474,"경산북도"
"475","경상북도 칠곡군 왜관읍 금산리","칠곡군청",278.7,478500501,"금무산",475,"경산북도"
"476","경상북도 칠곡군 지천면 심천리","칠곡군청",521.2,478500201,"건령산",476,"경산북도"
"477","경상북도 포항시 남구 구룡포읍 눌태리","포항시청",213.7,471100301,"공개산",477,"경산북도"
"478","경상북도 포항시 남구 구룡포읍 성동리","포항시청",198.9,471100401,"광정산",478,"경산북도"
"479","경상북도 포항시 남구 구룡포읍 성동리","포항시청",212.8,471101001,"뇌성산",479,"경산북도"
"480","경상북도 포항시 남구 동해면 상정리","포항시청",230.1,471100701,"금오산",480,"경산북도"
"481","경상북도 포항시 남구 장기면 신창리","포항시청",50.4,471101201,"독산",481,"경산북도"
"482","경상북도 포항시 남구 장기면 읍내리","포항시청",251.8,471101301,"동악산",482,"경산북도"
"483","경상북도 포항시 남구 효자동 ","포항시청",109.5,471100901,"노적봉",483,"경산북도"
"484","경상북도 포항시 북구 송라면","포항시청",711.3,471100801,"내연산",484,"경산북도"
"485","경상북도 포항시 북구 신광면 만석리","포항시청",347.9,471100101,"고주산",485,"경산북도"
"486","경상북도 포항시 북구 죽장면 상사리","포항시청",807.7,471100601,"구암산",486,"경산북도"
"487","경상북도 포항시 북구 흥해읍","포항시청",382.7,471104901,"도음산",487,"경산북도"
"488","경상북도 포항시 북구 흥해읍 곡강리","포항시청",118.6,471100501,"구곡산",488,"경산북도"
"489","경상북도 포항시 북구 흥해읍 칠포리","포항시청",176.9,471100201,"곤륜산",489,"광주"
"490","광주광역시 남구 양과동 ","남구청",325.7,291550201,"건지산",490,"광주"
"491","광주광역시 남구 원산동 ","남구청",150.2,291550101,"건덕산",491,"광주"
"492","광주광역시 남구 진월동 ","남구청",303.5,291550301,"금당산",492,"광주"
"493","광주광역시 동구 내남동 ","동구청",255.7,291100201,"계봉",493,"광주"
"494","광주광역시 동구 선교동 ","동구청",313.8,291100101,"갈미봉",494,"광주"
"495","광주광역시 동구 선교동 ","동구청",313.8,291100101,"갈미봉",495,"광주"
"496","광주광역시 동구 용산동 ","동구청",235.6,291100501,"노적봉",496,"광주"
"497","광주광역시 동구 지산동 ","동구청",219.4,291100401,"깃대봉",497,"광주"
"498","광주광역시 북구 덕의동 ","북구청",415.4,291700301,"덕봉산",498,"광주"
"499","광주광역시 북구 동림동 ","북구청",92.4,291700201,"대마산",499,"광주"
"500","광주광역시 서구 매월동 ","서구청",179.3,291400101,"개금산",500,"대구"
"501","대구광역시 달서구 다사읍 세천리","달서구청",250.9,272900101,"궁산",501,"대구"
"502","대구광역시 달서구 두류동 ","달서구청",125.6,272900201,"두류산",502,"대구"
"503","대구광역시 달서구 성당동 ","달서구청",106.3,272900301,"두리봉",503,"대구"
